sheet_entry_KEY,update__staff_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,sheet_date,approved__staff_KEY,approved__staff_id,approved__staff_id_sortable,approved__description,approved_date,posted__staff_KEY,posted__staff_id,posted__staff_id_sortable,posted__description,posted_date,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office_KEY,historical_client_partner__staff_KEY,client__manager__staff_KEY,client__associate__staff_KEY,engagement_KEY,engagement__description,engagement__client_KEY,engagement__engagement_template_KEY,engagement__engagement_template__engagement_template_id,engagement__engagement_template__engagement_template_id_sortable,engagement__engagement_type_KEY,engagement__office_KEY,engagement__biller__staff_KEY,engagement__reviewer__staff_KEY,engagement__manager__staff_KEY,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_category_KEY,activity__activity_class_KEY,activity__activity_status_KEY,activity__billing_rate_type_KEY,activity__rate_type_KEY,activity__activity_method_KEY,activity__activity_surcharge_method_KEY,entry_date,staff_billing_rate_KEY,staff_billing_rate__staff_rate_table_KEY,staff_billing_rate__billing_rate_type_KEY,units,unit_cost,unit_price,amount,comment,biller_note,complete,sheet_entry_type_KEY,sheet_entry_type__description,billed,open_date,live_open_amount,live_open_units,posted_open_amount,posted_open_units,timer_KEY,timer_start_utc,billing_rate_type__description,project__schedule_item_KEY,project_KEY,project_template__project_template_id,project_template__project_template_id_sortable,project__description,task__schedule_item_KEY,task_KEY,task__task_order_description,education_course__schedule_item_KEY,calculated_amount,amount_is_overridden,sheet_entry_has_links,sheet_entry_has_custom_values,integration_application_KEY,integration_application__description,table_information_KEY,constant_1,constant_2,constant_3,constant_4,constant_5,constant_6,constant_7,constant_8,constant_9,constant_10
1385,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/08/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/08/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/08/2015,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/08/2015,5747,5891,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,133487,172,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1386,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/18/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/18/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/18/2015,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/18/2015,4743,3151,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,133487,172,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1387,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/18/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/18/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/18/2015,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/18/2015,2217,6238,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,116063,125,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1388,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/12/2016,3209,7305,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205045,159,1099,1099,Payroll,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1389,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/16/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/16/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/16/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,08/16/2016,2995,7546,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205569,174,ACCOUNTING,ACCOUNTING,Accounting,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1390,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/10/2016,7451,7043,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205569,174,ACCOUNTING,ACCOUNTING,Accounting,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1391,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/06/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/06/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/06/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/06/2016,9491,5125,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205569,174,ACCOUNTING,ACCOUNTING,Accounting,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1392,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/15/2017,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/15/2017,3017,3901,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205569,174,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1393,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/06/2016,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,09/06/2016,9001,2941,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,206709,175,ACCOUNTING,ACCOUNTING,Accounting,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1394,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/30/2016,9946,9569,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,206709,175,ACCOUNTING,ACCOUNTING,Accounting,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1395,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/05/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/05/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/05/2017,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/05/2017,2728,3578,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,205569,174,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1396,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/18/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/18/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",10/18/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/18/2016,3029,3003,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,206920,126,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1397,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/10/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/10/2016,9513,7417,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,206920,126,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1398,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/16/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/16/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/16/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/16/2016,6320,7443,1,0.25,48,120,30,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,206920,126,PAYROMTHLY,PAYROMTHLY,Payroll,,,,,30,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1399,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/12/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/12/2016,8029,5271,1,0.75,46,115,86.25,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,195861,141,Q4PRW2S,Q4PRW2S,Payroll,,,,,86.25,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1400,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/19/2018,4617,9294,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,324193,15,COMPNODISC,COMPNODISC,Outsourced CFO,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1401,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/19/2018,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/19/2018,3375,8594,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,324193,15,COMPNODISC,COMPNODISC,Outsourced CFO,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1402,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/11/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/11/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",07/11/2014,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/11/2014,9068,5969,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,60215,169,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1403,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/03/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/03/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/03/2014,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,09/03/2014,3565,7713,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,60215,169,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1404,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/03/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/03/2015,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/03/2015,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,06/03/2015,7246,8139,1,0.25,46,115,28.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,133459,171,ACCOUNTING,ACCOUNTING,Accounting,,,,,28.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1405,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/30/2016,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,66,Payroll,4,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/30/2016,4370,3981,1,1,48,120,120,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,270353,142,Q4PRW2S,Q4PRW2S,Payroll,,,,,120,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1406,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/15/2017,9839,2009,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1407,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/23/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/23/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/23/2017,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/23/2017,3657,7942,1,0.5,54,135,67.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,67.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1408,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/15/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/15/2017,4539,5919,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1409,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/20/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/20/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/20/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/20/2017,6819,4382,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1410,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/22/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/22/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",11/22/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,11/22/2017,7105,2633,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1411,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/01/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/01/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/01/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/01/2017,9149,8217,1,0.75,54,135,101.25,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,101.25,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1412,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/05/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/05/2017,5775,9719,1,0.5,54,135,67.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,67.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1413,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/12/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/12/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",12/12/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/12/2017,6268,4103,1,1.5,54,135,202.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,202.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1414,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/08/2018,5330,7322,1,1,54,140,140,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,140,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1415,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/14/2018,8760,2745,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,276562,178,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1416,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/03/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/03/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",01/03/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/03/2018,7273,5346,1,0.25,54,135,33.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,33.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1417,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/08/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/08/2018,8965,8711,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1418,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/14/2018,9012,4236,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
1419,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/09/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/09/2018,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/09/2018,9934,2087,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,275680,177,ACCOUNTING,ACCOUNTING,Accounting,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
