task_KEY,update__staff_KEY,project_KEY,project__project_number,project__description,project__priority_KEY,project_template__project_template_id,project_template__project_template_id_sortable,engagement__client_KEY,client__client_id,client__client_id_sortable,client__description,engagement_KEY,completion_order,task_order_description,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_method_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,tracking_description_KEY,tracking_description__description,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,stored_budgeted_amount,calculated_budgeted_amount,target_start_date,target_complete_date,actual_start_date,actual_complete_date,target,completion_event,comments,task_template_KEY,solution_type_name,completion_event_recorded_date_utc,task_number,project_template_KEY,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,schedule_item_KEY,ready,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,description,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
227,61,279,10279,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,109,2089BB,2089BB,"Brewer, Bryan",999,Completed,0.5,-0.4,True,87.5,87.5,44666,44666,44706,44963,,,,9,2020 UltraTax CS,44509.75757,374784,56,0.9,240,0.9,240,0,0,-0.4,False,719305,False,"Brewer, Bryan",2089BB,True,Review,87.5,-152.5,True
228,61,275,10275,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,101,2776SL,2776SL,"Lozano, Sinead",999,Completed,0.5,-1.6,True,100,100,42809,42809,42782,43081,,,,15,2015 UltraTax CS,42675.03987,121712,59,2.1,339,2.1,339,0,0,-1.6,False,243740,False,"Lozano, Sinead",2776SL,True,Review,100,-239,True
229,61,246,10246,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-0.54,True,125,125,44635,44635,44790,44963,,,,15,2020 UltraTax CS,44500.6977,371920,59,1.04,168.7,1.04,168.7,0,0,-0.54,False,713303,False,"Ward, Jaime",4337JW,True,Review,125,-43.7,True
230,61,276,10276,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,0.5,-1.65,True,75,75,43174,43174,43162,43465,,,,15,2015 UltraTax CS,42970.96326,154734,59,2.15,416.25,2.15,416.25,0,0,-1.65,False,322457,False,"Levy, Leroy",2994LL,True,Review,75,-341.25,True
231,61,269,10269,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,0,False,170,170,44270,44270,44278,44575,,,,15,2019 UltraTax CS,44135.354,284643,59,0.5,170,0.5,170,0,0,0,False,595230,False,"Cook, Milo",3321MC,True,Review,170,0,False
232,61,245,10245,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,0,False,175,175,44635,44635,44706,44804,,,,15,2020 UltraTax CS,44500.68685,370594,59,0.5,112.5,0.5,112.5,0,0,0,False,711535,False,"Cook, Milo",3321MC,True,Review,175,62.5,False
233,61,277,10277,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.5,-3.8,True,142.5,142.5,43174,43174,43142,43465,,,,15,2015 UltraTax CS,43039.42321,158628,59,4.3,860,4.3,860,0,0,-3.8,False,328980,False,"Mccoy, Ridwan",2247RM,True,Review,142.5,-717.5,True
234,61,256,10256,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,86,4761HG,4761HG,"Garcia, Hermione",999,Completed,3,-1.22,True,525,525,44635,44635,44606,44963,,,,14,2020 UltraTax CS,44500.69564,371667,59,4.22,599.45,4.22,599.45,0,0,-1.22,False,712966,False,"Garcia, Hermione",4761HG,True,Prepare,525,-74.45,True
235,61,240,10240,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",999,Completed,3,1.55,False,375,375,44270,44270,44253,44575,,,,14,2019 UltraTax CS,44135.36781,286346,59,1.45,217.5,1.45,217.5,0,0,1.55,False,597501,False,"Tran, Osian",3121OT,True,Prepare,375,157.5,False
236,61,259,10259,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",999,Completed,3,-0.14,True,375,375,44635,44635,44601,44768,,,,14,2020 UltraTax CS,44500.69549,371649,59,3.14,363.5,3.14,363.5,0,0,-0.14,False,712942,False,"Tran, Osian",3121OT,True,Prepare,375,11.5,False
237,61,123,10123,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,-2.75,True,170,175,44666,44666,44590,44963,,,,9,2020 UltraTax CS,44530.48659,379453,56,3.25,881.25,3.25,881.25,0,0,-2.75,False,727990,False,"Cook, Milo",3321MC,False,Review,170,-711.25,True
238,61,207,10207,Taxation,999,1120S,1120S,18,23344078500,23344078500                              `,BeaconBridge Banking,9,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-1.25,True,187.5,187.5,44270,44270,44257,44575,,,,19,2019 UltraTax CS,44165.61201,297600,106,2,390,2,390,0,0,-1.25,False,616891,False,"Ward, Jaime",4337JW,True,Review,187.5,-202.5,True
239,61,169,10169,Accounting,999,ACCOUNTING,ACCOUNTING,1,38684554500,38684554500                              `,LedgerLogic Accounting,93,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,-3.6,True,650,650,42004,42004,41733,42272,,,,5,Creative Solutions Accounting,41734.04895,39532,81,8.6,869.5,8.6,869.5,0,0,-3.6,False,60216,False,"Lowe, Otis",4081OL,True,Prepare,650,-219.5,True
240,61,185,10185,Accounting,999,ACCOUNTING,ACCOUNTING,26,25984038000,25984038000                              `,FutureFocus Group,101,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,112,2335MH,2335MH,"Harrell, Mustafa",999,Completed,5,-46.44,True,575,575,44196,44196,43836,44236,,,,5,Creative Solutions Accounting,43836.79164,257751,81,51.44,6174.15,51.44,6174.15,0,0,-46.44,False,544023,False,"Harrell, Mustafa",2335MH,True,Prepare,575,-5599.15,True
241,61,301,10301,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",999,Completed,0.25,-1,True,32.5,32.5,43206,43206,43147,43404,,,,10,2015 UltraTax CS,43040.43529,160784,56,1.25,418.75,1.25,418.75,0,0,-1,False,337310,False,"Moran, Eric",3310EM,True,Other,32.5,-386.25,True
242,61,131,10131,Payroll,999,Q4PRW2S,Q4PRW2S,23,25616209500,25616209500                              `,BrightFutures Finance,87,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,1,3131AC,3131AC,"Craig, Angelina",999,Completed,0,-0.34,True,0,0,44228,44228,44217,44249,,,,42,Other,44166.39932,301054,144,0.34,47.6,0.34,47.6,0,0,-0.34,False,621502,False,"Craig, Angelina",3131AC,True,Review,0,-47.6,True
243,61,117,10117,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,7.25,1.99,False,1157.5,1341.25,44301,44301,44272,44574,,,,8,2019 UltraTax CS,44165.3948,289263,56,5.26,526,5.26,526,0,0,1.99,False,603139,False,"Lowe, Otis",4081OL,False,Prepare,1157.5,631.5,False
244,61,300,10300,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,-4.85,True,450,450,42842,42842,42801,43070,,,,8,2015 UltraTax CS,42676.57378,125291,56,7.85,1161.5,7.85,1161.5,0,0,-4.85,False,250243,False,"Lowe, Otis",4081OL,True,Prepare,450,-711.5,True
245,61,281,10281,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,21,2391WM,2391WM,"Molina, William",999,Completed,3,-2.35,True,300,300,43936,43936,43880,44133,,,,8,2019 UltraTax CS,43879.04459,267182,56,5.35,672.5,5.35,672.5,0,0,-2.35,False,560887,False,"Molina, William",2391WM,True,Prepare,300,-372.5,True
246,61,270,10270,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",999,Completed,3,-3.39,True,375,375,44270,44270,44249,44575,,,,14,2019 UltraTax CS,44135.36516,286019,59,6.39,702,6.39,702,0,0,-3.39,False,597065,False,"Tran, Osian",3121OT,True,Prepare,375,-327,True
247,61,5,10005,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,79,2156OH,2156OH,"Hardin, Olly",999,Completed,5,-7.1,True,650,825,41897,41897,41646,41757,,,,18,2012 UltraTax CS,41411.97094,10729,106,12.1,1580.75,12.1,1580.75,0,0,-7.1,False,14374,False,"Hardin, Olly",2156OH,True,Prepare,650,-930.75,True
248,61,294,10294,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,3,2.75,False,495,495,42109,42109,42051,42332,,,,8,2013 UltraTax CS,42004.40309,57549,56,0.25,25,0.25,25,0,0,2.75,False,106333,False,"Ward, Jaime",4337JW,True,Prepare,495,470,False
249,61,280,10280,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,109,2089BB,2089BB,"Brewer, Bryan",999,Completed,0.5,0,False,100,100,44301,44301,44278,44574,,,,9,2019 UltraTax CS,44165.61211,297612,56,0.5,170,0.5,170,0,0,0,False,616907,False,"Brewer, Bryan",2089BB,True,Review,100,-70,True
250,61,270,10270,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,0.5,-3.65,True,85,85,44270,44270,44249,44575,,,,15,2019 UltraTax CS,44135.36516,286020,59,4.15,765.5,4.15,765.5,0,0,-3.65,False,597066,False,"Levy, Leroy",2994LL,True,Review,85,-680.5,True
251,61,263,10263,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",999,Completed,3,-0.62,True,450,450,43906,43906,43895,44196,,,,14,2018 UltraTax CS,43788.93255,241582,59,3.62,542,3.62,542,0,0,-0.62,False,488252,False,"Heath, Luis",4380LH,True,Prepare,450,-92,True
252,61,271,10271,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,86,4761HG,4761HG,"Garcia, Hermione",999,Completed,3,-1.65,True,495,495,44270,44270,44223,44575,,,,14,2019 UltraTax CS,44135.36531,286037,59,4.65,697.5,4.65,697.5,0,0,-1.65,False,597089,False,"Garcia, Hermione",4761HG,True,Prepare,495,-202.5,True
253,61,196,10196,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,5,4.84,False,625,625,43539,43539,43524,43811,,,,18,2018 UltraTax CS,43434.38617,208701,106,0.16,20,0.16,20,0,0,4.84,False,435055,False,"Dennis, Carol",4686CD,True,Prepare,625,605,False
254,61,223,10223,Taxation,999,TAXPLAN,TAXPLAN,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,103,2448SR,2448SR,"Rios, Sara",999,Completed,0.5,0,False,97.5,97.5,44561,44561,44517,44564,,,,34,2020 UltraTax CS,44301.3811,352319,208,0.5,97.5,0.5,97.5,0,0,0,False,685905,False,"Rios, Sara",2448SR,True,Review,97.5,0,False
255,61,217,10217,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,-2.1,True,750,750,42809,42809,42803,43083,,,,18,2015 UltraTax CS,42704.76396,134671,106,7.1,953.5,7.1,953.5,0,0,-2.1,False,272057,False,"Lowe, Otis",4081OL,True,Prepare,750,-203.5,True
256,61,198,10198,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,79,2156OH,2156OH,"Hardin, Olly",999,Completed,5,0.08,False,1000,1000,44270,44270,44250,44575,,,,18,2019 UltraTax CS,44165.39954,289389,106,4.92,738,4.92,738,0,0,0.08,False,603859,False,"Hardin, Olly",2156OH,True,Prepare,1000,262,False
257,61,303,10303,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.5,-2,True,142.5,142.5,43206,43206,43158,43404,,,,9,2015 UltraTax CS,43040.4435,161518,56,2.5,500,2.5,500,0,0,-2,False,338321,False,"Mccoy, Ridwan",2247RM,True,Review,142.5,-357.5,True
258,61,287,10287,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-3.5,True,125,125,43936,43936,43897,44139,,,,9,2018 UltraTax CS,43801.71622,252272,56,4,1000,4,1000,0,0,-3.5,False,536312,False,"Ward, Jaime",4337JW,True,Review,125,-875,True
259,61,240,10240,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-0.75,True,125,125,44270,44270,44268,44575,,,,15,2019 UltraTax CS,44135.36781,286347,59,1.25,210,1.25,210,0,0,-0.75,False,597502,False,"Ward, Jaime",4337JW,True,Review,125,-85,True
260,61,108,10108,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,12.08,5.05,False,1812,3020,44666,44666,44649,44963,,,,8,2020 UltraTax CS,44530.48448,379308,56,7.03,1017.75,7.03,1017.75,0,0,5.05,False,727669,False,"Ward, Jaime",4337JW,False,Prepare,1812,794.25,False
261,61,301,10301,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0.5,-0.65,True,105,105,43206,43206,43133,43404,,,,9,2015 UltraTax CS,43040.43529,160783,56,1.15,241.5,1.15,241.5,0,0,-0.65,False,337309,False,"Beasley, Anya",4193AB,True,Review,105,-136.5,True
262,61,284,10284,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.5,-3.5,True,145,145,43936,43936,43913,44139,,,,9,2018 UltraTax CS,43801.68544,248785,56,4,1000,4,1000,0,0,-3.5,False,531657,False,"Mccoy, Ridwan",2247RM,True,Review,145,-855,True
263,61,108,10108,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0,-3.25,True,0,0,44666,44666,44844,44963,,,,9,2020 UltraTax CS,44530.48448,379309,56,3.25,601.25,3.25,601.25,0,0,-3.25,False,727670,False,"Ward, Jaime",4337JW,False,Review,0,-601.25,True
264,61,262,10262,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,101,2776SL,2776SL,"Lozano, Sinead",999,Completed,0.5,-2.4,True,115,115,43906,43906,43878,44196,,,,15,2018 UltraTax CS,43788.93255,240422,59,2.9,566,2.9,566,0,0,-2.4,False,486705,False,"Lozano, Sinead",2776SL,True,Review,115,-451,True
265,61,260,10260,Taxation,999,1065,1065,16,21747927000,21747927000                              `,ClearCut Calculations,23,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,78,4152DB,4152DB,"Buchanan, Diane",999,Completed,0.5,-0.5,True,125,125,44635,44635,44634,44805,,,,15,2020 UltraTax CS,44500.69574,371680,59,1,240,1,240,0,0,-0.5,False,712983,False,"Buchanan, Diane",4152DB,True,Review,125,-115,True
266,61,303,10303,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,3,0.35,False,600,750,43206,43206,43143,43404,,,,8,2015 UltraTax CS,43040.4435,161517,56,2.65,332.5,2.65,332.5,0,0,0.35,False,338320,False,"Ward, Jaime",4337JW,True,Prepare,600,267.5,False
267,61,274,10274,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.25,0.15,False,68.75,68.75,42809,42809,42838,43081,,,,16,2015 UltraTax CS,42675.03956,121680,59,0.1,13,0.1,13,0,0,0.15,False,243697,False,"Mccoy, Ridwan",2247RM,True,Other,68.75,55.75,False
268,61,259,10259,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,0.5,-1.28,True,87.5,87.5,44635,44635,44606,44768,,,,15,2020 UltraTax CS,44500.69549,371650,59,1.78,373.4,1.78,373.4,0,0,-1.28,False,712943,False,"Levy, Leroy",2994LL,True,Review,87.5,-285.9,True
269,61,256,10256,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0.5,-3.85,True,150,150,44635,44635,44639,44963,,,,15,2020 UltraTax CS,44500.69564,371668,59,4.35,913.75,4.35,913.75,0,0,-3.85,False,712967,False,"Beasley, Anya",4193AB,True,Review,150,-763.75,True
270,61,203,10203,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",999,Completed,5,-0.39,True,900,900,44635,44635,44594,44963,,,,18,2020 UltraTax CS,44530.51363,381516,106,5.39,829.2,5.39,829.2,0,0,-0.39,False,732141,False,"Heath, Luis",4380LH,True,Prepare,900,70.8,False
271,61,119,10119,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,4.09,-0.11,True,613.5,1227,44666,44666,44656,44963,,,,8,2020 UltraTax CS,44530.46081,377619,56,4.2,567.35,4.2,567.35,0,0,-0.11,False,724081,False,"Beasley, Anya",4193AB,False,Prepare,613.5,46.15,False
272,61,106,10106,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,7.2,2.3,False,1080,1800,44666,44666,44594,44963,,,,8,2020 UltraTax CS,44530.46084,377622,56,4.9,762.1,4.9,762.1,0,0,2.3,False,724085,False,"Ward, Jaime",4337JW,False,Prepare,1080,317.9,False
273,61,247,10247,Taxation,999,1065,1065,25,20616853500,20616853500                              `,PeakPinnacle Bank,95,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",999,Completed,0.25,-0.08,True,38.75,38.75,44635,44635,44608,44963,,,,16,2020 UltraTax CS,44500.70334,372614,59,0.33,51.15,0.33,51.15,0,0,-0.08,False,714228,False,"Campos, Ciara",2505CC,True,Other,38.75,-12.4,True
274,61,267,10267,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.25,0.03,False,75,75,44270,44270,44288,44575,,,,16,2019 UltraTax CS,44135.34046,282970,59,0.22,33,0.22,33,0,0,0.03,False,592999,False,"Mccoy, Ridwan",2247RM,True,Other,75,42,False
275,61,206,10206,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,2.13,False,925,925,44270,44270,44237,44575,,,,18,2019 UltraTax CS,44165.41584,290349,106,2.87,392,2.87,392,0,0,2.13,False,606314,False,"Lowe, Otis",4081OL,True,Prepare,925,533,False
276,61,291,10291,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,-0.5,True,167.5,167.5,43206,43206,43186,43465,,,,9,2015 UltraTax CS,43040.47598,162721,56,1,160,1,160,0,0,-0.5,False,342257,False,"Cook, Milo",3321MC,True,Review,167.5,7.5,False
277,61,117,10117,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0,-2.1,True,0,0,44301,44301,44286,44574,,,,9,2019 UltraTax CS,44165.3948,289264,56,2.1,395,2.1,395,0,0,-2.1,False,603140,False,"Ward, Jaime",4337JW,False,Review,0,-395,True
278,61,288,10288,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,7,2020LH,2020LH,"Hopkins, Lewys",999,Completed,3,-1.5,True,345,345,42842,42842,42803,43070,,,,8,2015 UltraTax CS,42676.59802,126008,56,4.5,610,4.5,610,0,0,-1.5,False,253355,False,"Hopkins, Lewys",2020LH,True,Prepare,345,-265,True
279,61,104,10104,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,7,2020LH,2020LH,"Hopkins, Lewys",999,Completed,7.9,2.97,False,825,908.5,44301,44301,44256,44574,,,,8,2019 UltraTax CS,44165.41655,290412,56,4.93,739.5,4.93,739.5,0,0,2.97,False,606418,False,"Hopkins, Lewys",2020LH,False,Prepare,825,85.5,False
